"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Oct-14 to 31-Oct-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Highways and Transport Services,  Severe Weather Recovery Scheme,200650,140016  ,Highways Materials,"3,951.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,"1,100.45",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,119000  ,Grounds Maintenance,29.76,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,193,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Environmental and Regulatory Services,  NEAT Team West,217300,140016  ,Highways Materials,49.73,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,188,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Environmental and Regulatory Services,  Cemetery Services Western,219300,140016  ,Highways Materials,51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Morpeth Store,  Morpeth Store,990100,500008  ,Upkeep of Grounds Other,136.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,350.9,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"4,423.05",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"12,828.15",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,115929,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,832.78",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,299.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,710.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140016  ,Highways Materials,937.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Construction,200300,140016  ,Highways Materials,739.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,"1,841.79",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Rechargable Construction - West,200440,140016  ,Highways Materials,744.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  A69 Northumberland,200560,140016  ,Highways Materials,128.27,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Street Lighting Maintenance,200620,140016  ,Highways Materials,"2,672.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Highways and Transport Services,  Severe Weather Recovery Scheme,200650,140016  ,Highways Materials,306.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,376.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,119000  ,Grounds Maintenance,295.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,"1,080.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  NEAT Team West,217300,140016  ,Highways Materials,594.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  Partnership Agreement - Cramlington Town Council,217800,140016  ,Highways Materials,48.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,921.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  Public Conveniences South East,218020,140016  ,Highways Materials,68.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  Cemetery Services Northern,219100,140016  ,Highways Materials,7.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Environmental and Regulatory Services,  Alnwick Depot - Depot Running Costs,225210,140003  ,Tools,"1,500.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"9,609.11",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"5,892.36",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,114583,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,452.09,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,149.15,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,528.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140003  ,Tools,42.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Maintenance - West,200240,142001  ,Protective Clothing,119.24,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Construction,200300,140003  ,Tools,5.12,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Construction,200300,140016  ,Highways Materials,144.1,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Construction,200300,142001  ,Protective Clothing,13.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,500.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Rechargable Construction - West,200440,140016  ,Highways Materials,199.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Street Lighting Maintenance,200620,140016  ,Highways Materials,"1,981.87",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Highways and Transport Services,  Severe Weather Recovery Scheme,200650,140016  ,Highways Materials,164.47,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,"3,148.94",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,119000  ,Grounds Maintenance,"1,954.23",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,580.42,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,"1,825.19",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Environmental and Regulatory Services,  Public Conveniences South East,218020,140016  ,Highways Materials,49.47,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Environmental and Regulatory Services,  Cemetery Services Northern,219100,140016  ,Highways Materials,7.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"11,681.70",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,214.77",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,110745,10-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,172.52,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,"3,567.16",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,"2,011.74",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140003  ,Tools,80.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140016  ,Highways Materials,68.68,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Maintenance - West,200240,142001  ,Protective Clothing,265.76,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Construction,200300,140003  ,Tools,193.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Construction,200300,140016  ,Highways Materials,395.27,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Construction,200300,142001  ,Protective Clothing,102.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,20.97,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Rechargable Construction - West,200440,140016  ,Highways Materials,62.1,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  A69 Northumberland,200560,140016  ,Highways Materials,130.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Highways and Transport Services,  Street Lighting Maintenance,200620,140016  ,Highways Materials,"1,614.49",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,759.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,119000  ,Grounds Maintenance,630.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,551.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Environmental and Regulatory Services,  NEAT Team West,217300,140017  ,Consumable Materials,320,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,297.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Environmental and Regulatory Services,  Public Conveniences South East,218020,140016  ,Highways Materials,10.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Morpeth Store,  Morpeth Store,990100,500008  ,Upkeep of Grounds Other,28.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Morpeth Store,  Morpeth Store,990100,500008  ,Upkeep of Grounds Other,36.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"3,489.60",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,491.25",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,119719,14-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,426.47",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,335.89,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,586.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140016  ,Highways Materials,676.48,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Construction,200300,140016  ,Highways Materials,495.46,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Rechargable Construction - North,200400,140016  ,Highways Materials,30.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,"1,369.23",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  A69 Northumberland,200560,140016  ,Highways Materials,"1,496.31",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Street Lighting Maintenance,200620,140016  ,Highways Materials,"2,713.69",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Highways and Transport Services,  Severe Weather Recovery Scheme,200650,140016  ,Highways Materials,425.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,542.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,119000  ,Grounds Maintenance,390,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,759.7,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Environmental and Regulatory Services,  NEAT Team West,217300,140016  ,Highways Materials,158.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,"1,031.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Environmental and Regulatory Services,  Public Conveniences South East,218020,140016  ,Highways Materials,312.42,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Morpeth Store,  Morpeth Store,990100,500008  ,Upkeep of Grounds Other,59.99,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,275.52,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"3,507.00",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"5,683.09",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,132103,22-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,845.12,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,"1,541.65",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,890.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140016  ,Highways Materials,"2,216.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Construction,200300,140016  ,Highways Materials,669.62,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Rechargable Construction - North,200400,140016  ,Highways Materials,73.91,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,480.99,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  A69 Northumberland,200560,140016  ,Highways Materials,52.24,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Street Lighting Maintenance,200620,140016  ,Highways Materials,"4,004.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Severe Weather Recovery Scheme,200650,140016  ,Highways Materials,320.41,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Highways and Transport Services,  Design,202150,140016  ,Highways Materials,11,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,"1,135.15",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,256.37,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Environmental and Regulatory Services,  NEAT Team West,217300,140016  ,Highways Materials,417.9,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Environmental and Regulatory Services,  Partnership Agreement - Cramlington Town Council,217800,140016  ,Highways Materials,57,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,361.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Morpeth Store,  Morpeth Store,990100,500008  ,Upkeep of Grounds Other,28.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Morpeth Store,  Morpeth Store,990100,500008  ,Upkeep of Grounds Other,144.92,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"4,347.38",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"3,600.82",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,127109,17-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,216.63",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,489.19,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,970.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Maintenance - West,200240,140016  ,Highways Materials,"1,763.30",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Construction,200300,140016  ,Highways Materials,"1,179.57",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Rechargable Construction - South East,200420,140016  ,Highways Materials,124.93,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  A69 Northumberland,200560,140016  ,Highways Materials,116.92,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Street Lighting Maintenance,200620,140016  ,Highways Materials,"9,004.63",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Severe Weather Recovery Scheme,200650,140016  ,Highways Materials,733.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Highways and Transport Services,  Design,202150,140016  ,Highways Materials,"1,527.43",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,140016  ,Highways Materials,856.57,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,140016  ,Highways Materials,545.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Environmental and Regulatory Services,  Public Conveniences Northern,218010,140016  ,Highways Materials,523.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Environmental and Regulatory Services,  Public Conveniences South East,218020,140016  ,Highways Materials,7.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Environmental and Regulatory Services,  Cemetery Services Northern,219100,140016  ,Highways Materials,46.04,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,48.81,Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"2,598.18",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"4,223.12",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,144561,29-Oct-14,Fixed Asset Account,  Fixed Asset Account,990120,500171  ,CIP - Infrastructure,"1,583.74",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,108144,07-Oct-14,Children's and Education Services,  Construction,12047,140013  ,Materials for Resale,270.77,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,140860,30-Oct-14,Environmental and Regulatory Services,  Morpeth Depot - Waste Collection Services,225400,142001  ,Protective Clothing,396.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,145886,30-Oct-14,Highways and Transport Services,  Maintenance - North,200200,140016  ,Highways Materials,"1,314.07",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,JEWSON LTD,145886,30-Oct-14,Highways and Transport Services,  Maintenance - South East,200220,140016  ,Highways Materials,937.75,Expense
