"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Nov-14 to 30-Nov-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,154940,10-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,381.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,154946,10-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,359.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,154947,10-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,359.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,154948,10-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,757.44,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,196478,27-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,255.62,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,196479,27-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,495.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,196480,27-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,255.62,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HI Q TYRE SERVICES,196481,27-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,130001  ,Vehicle Repairs and maintenance,251.61,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,150738,03-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,591.42,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,150738,03-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,315.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,166073,12-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,591.92,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,166073,12-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,315.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,166079,12-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,590.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,166079,12-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,313.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,192859,27-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,591.92,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,192859,27-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,305.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,192867,27-Nov-14,Adult Social Care,  Older PDI West - PWLTP - Two,306413,167008  ,Homecare,591.92,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HMC HOMECARE LIMITED,192867,27-Nov-14,Adult Social Care,  CHC Packages,306420,167008  ,Homecare,315.96,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HM REVENUE & CUSTOMS,153523,05-Nov-14,Pension Fund Sundry Debtors,  Pension Fund Sundry Debtors,600030,500055  ,Tax Deducted From Refunds,593,Asset
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOGARTH COACHWORKS,174295,14-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"1,670.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLIDAY INN,177479,18-Nov-14,Public Health,  Public Health Service,35000,113001  ,Casual hire of facilities,630,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLIDAY INN,177479,18-Nov-14,Public Health,  Public Health Service,35000,140000  ,Equipment,95,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLLIE WALKER,167931,13-Nov-14,Children's and Education Services,  Childcare Partnership - Childcare Sustainability and Places,24017,144023  ,Provision of Early Years Training,300,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,167564,12-Nov-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,398.42",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,192602,27-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"11,243.28",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,192602,27-Nov-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"3,747.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,192603,27-Nov-14,Adult Social Care,  Older PDI Central - PCLB1 - Two,306401,167007  ,Residential Care,"5,621.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,192603,27-Nov-14,Adult Social Care,  Older PDI Central - PCLA1,306402,167007  ,Residential Care,"1,873.88",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,192603,27-Nov-14,Adult Social Care,  Older MH Central - PCMM1- Two,306404,167007  ,Residential Care,"3,789.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLMSIDE RESIDENTIAL CARE HOME,192603,27-Nov-14,Adult Social Care,  CHC Packages,306420,167007  ,Residential Care,"1,894.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLYWELL TAXIS,151629,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,288,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOLYWELL TAXIS,151632,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,378,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMERUN,154638,06-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,514.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMERUN,154641,06-Nov-14,Highways and Transport Services,  SEN Transport,204190,136000  ,Pupils - Travel,"1,224.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,154379,05-Nov-14,N/A,  HfN Guest Rooms,990397,500173  ,Other Miscellaneous Transactions,6.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,152289,06-Nov-14,Housing Services,"  Rents, Rates and Other Charges",501070,115000  ,Water charges,"30,473.85",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,156935,06-Nov-14,Housing Services,  General Management,501060,144030  ,Hired Services,"604,848.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,156935,06-Nov-14,Housing Services,  Repair and Maintenance,501065,144030  ,Hired Services,"404,820.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,156935,06-Nov-14,Housing Services,  Housing Special,501075,144030  ,Hired Services,"51,620.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,176025,17-Nov-14,Fixed Asset Account,  Fixed Asset Account,990120,500133  ,CIP - land and Buildings,"68,080.00",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,176021,17-Nov-14,Fixed Asset Account,  Fixed Asset Account,990120,500133  ,CIP - land and Buildings,"118,200.00",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,187989,24-Nov-14,Housing Services,  General Management,501060,144030  ,Hired Services,"604,848.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,187989,24-Nov-14,Housing Services,  Repair and Maintenance,501065,144030  ,Hired Services,"485,784.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,187989,24-Nov-14,Housing Services,  Housing Special,501075,144030  ,Hired Services,"61,944.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,191976,26-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"8,728.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,191817,26-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"8,150.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,191973,26-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"3,830.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,191970,26-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"1,178.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,184457,20-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,875,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,191974,26-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"1,296.06",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,191975,26-Nov-14,New Northumberland Insurance Fund,  New Northumberland Insurance Fund,990301,500099  ,Insurance Claim Payments,"1,036.96",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,178038,19-Nov-14,BELOW LINE,  Fixed Asset Disposal Account,130056,202001  ,Fees relating to Capital Receipts,"5,893.23",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,176022,17-Nov-14,Fixed Asset Account,  Fixed Asset Account,990120,500133  ,CIP - land and Buildings,"86,800.00",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOMES FOR NORTHUMBERLAND LTD,192911,27-Nov-14,Central Services,  CPS IFM Energy Management,128024,110003  ,Repair and Maintenance,"22,300.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOME HOUSING ASSOCIATION LTD,177561,18-Nov-14,Adult Social Care,  Main Supporting People Grant,303301,166000  ,Other Contributions,560.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOPE EDUCATION LTD,156958,25-Nov-14,Children's and Education Services,  Berwick Sure Start Local Programme,9403,144002  ,Educational Learning Resources ( Not ICT equipment),487.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOUSING 21,177562,18-Nov-14,Adult Social Care,  Main Supporting People Grant,303301,166000  ,Other Contributions,813.76,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,117942,04-Nov-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"3,017.16",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,117935,04-Nov-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"3,520.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,129559,11-Nov-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"1,760.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,133132,11-Nov-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"3,520.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,154750,18-Nov-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"1,760.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,176361,18-Nov-14,Children's and Education Services,  Independent Special Schools,14005,166004  ,Fees and Expenses,"5,388.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,176363,18-Nov-14,Children's and Education Services,  Independent Special Schools,14005,166004  ,Fees and Expenses,"5,388.80",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD HOUSE CARE LIMITED,154753,25-Nov-14,Children's and Education Services,  Out Of County Placements,16020,167004  ,Out Of County Residential Placements,"1,760.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,163188,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"14,643.85",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,163188,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,320055  ,Bus Fares,"-4,388.30",Revenue
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149958,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,130008  ,Other Transport Costs,340,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149959,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,130008  ,Other Transport Costs,340,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149961,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,130008  ,Other Transport Costs,340,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149969,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"4,646.52",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149972,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,766.98,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149976,14-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,777.12",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149982,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,723.78,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149985,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,150.38",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149988,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,204.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149990,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,492.64",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149992,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,939.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149994,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,889.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149996,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,029.40",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149997,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,024.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,149999,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,873.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150042,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,886.66",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150043,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,367.90",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150056,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,916.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150057,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,772.81",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150058,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,364.44",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150059,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,396.32",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150060,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,907.97",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150061,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,838.81",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150114,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,126.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150115,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,078.36",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150116,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,838.81",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,163228,10-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,178.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150117,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,798.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150118,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,358.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150120,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,510.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150122,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,790.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150125,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,790.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,163229,10-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,394.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150129,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,128.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150130,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,383.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150131,14-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,366.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150133,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"3,128.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150142,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,348.82",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150145,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,822.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150149,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,856.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150150,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,078.56",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150152,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,380.42",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150485,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,516.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150486,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,965.24",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150487,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,300.76",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150488,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,654.04",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150489,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,822.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150492,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,312.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150493,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"1,647.72",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150505,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"4,246.20",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150562,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,430.00",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150564,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,944.64,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150567,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,733.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150570,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,966.36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150574,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,873.48,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,150595,05-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,894.76,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,152907,05-Nov-14,Highways and Transport Services,  Concessionary Travel,204140,136001  ,Concessions to Bus Operators,750,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,152905,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,479.35,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,152900,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,390.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,152899,21-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"3,801.69",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,152862,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,415.48,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,163194,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,568.1,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,152859,04-Nov-14,Children's and Education Services,  Home to School Transport,204120,136000  ,Pupils - Travel,"2,837.70",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,HOWARD SNAITH,163205,10-Nov-14,Highways and Transport Services,  Supported Bus Services,204160,136002  ,Support - rural bus routes,"15,048.63",Expense
